entity_type,provider_credentials,state,postal_code,deactivation_date,activation_date,gender,name_prefix,is_sole_proprietor,county_id,id,name
1,PHD,FL,33021,,,F,DR.,N,12011,12,Florida
2,,FL,33012,,,,,,12086,12,Florida
1,LMT,FL,33319,,,F,MS.,Y,12011,12,Florida
1,M.D.,FL,32610,,,M,,Y,12001,12,Florida
1,MD,FL,33607,,,F,DR.,X,12103,12,Florida
1,PH.D.,FL,33486,,,M,,Y,12099,12,Florida
1,,FL,32656,,,F,,N,12007,12,Florida
2,,FL,33755,,,,,,County not found.,12,Florida
1,,FL,34109,,,M,DR.,N,County not found.,12,Florida
1,D.C.,FL,32174,,,M,DR.,N,County not found.,12,Florida
1,MD,FL,33324,,,F,DR.,N,12011,12,Florida
2,,FL,33014,,,,,,12086,12,Florida
1,P.T.,FL,33322,,,M,MR.,N,12011,12,Florida
2,,FL,32808,,,,,,12095,12,Florida
2,,FL,33870,,,,,,12055,12,Florida
2,,FL,34609,,,,,,12101,12,Florida
1,RN,FL,33056,,,F,,Y,12086,12,Florida
2,,FL,34453,,,,,,County not found.,12,Florida
2,,FL,32809,,,,,,12095,12,Florida
2,,FL,33761,,,,,,County not found.,12,Florida
2,,FL,33172,,,,,,12086,12,Florida
1,MD,FL,32806,,,M,DR.,N,12095,12,Florida
2,,FL,32940,,,,,,12009,12,Florida
1,"PHD, ARNP, FNP-C",FL,33408,,,F,DR.,Y,12099,12,Florida
1,M.D.,FL,34655,,,F,,N,12101,12,Florida
1,MD,FL,33837,,,M,,X,12097,12,Florida
1,PH.D,FL,32808,,,F,DR.,N,12095,12,Florida
1,DMD,FL,33134,,,M,,Y,12086,12,Florida
1,,FL,33186,,,F,,N,12086,12,Florida
1,DDS,FL,32779,,,M,DR.,N,12117,12,Florida
2,,FL,33713,,,,,,12103,12,Florida
1,ARNP,FL,33125,,,M,,Y,12086,12,Florida
1,,FL,32610,,,F,,N,12001,12,Florida
1,M.D.,FL,33770,,,F,DR.,N,County not found.,12,Florida
2,,FL,33136,,,,,,12086,12,Florida
1,RPH,FL,32401,,,M,MR.,N,12005,12,Florida
1,,FL,32034,,,M,,Y,12089,12,Florida
1,ARNP,FL,34209,,,F,MRS.,N,12081,12,Florida
1,MD,FL,32508,,,M,DR.,N,12033,12,Florida
2,,FL,33146,,,,,,12086,12,Florida
1,MD,FL,33948,,,F,,N,12099,12,Florida
1,D.M.D.,FL,32216,,,M,,X,12031,12,Florida
1,MD,FL,33136,,,M,DR.,X,12086,12,Florida
2,,FL,33578,,,,,,County not found.,12,Florida
2,,FL,34233,,,,,,12115,12,Florida
2,,FL,34116,,,,,,County not found.,12,Florida
1,M.D.,FL,33136,,,M,,N,12086,12,Florida
1,M.S. CF-SLP,FL,33324,,,F,MRS.,Y,12011,12,Florida
2,,FL,33760,,,,,,County not found.,12,Florida
1,DC,FL,34420,,,M,,N,County not found.,12,Florida
1,,FL,32778,,,F,MS.,Y,12117,12,Florida
1,PH.D.,FL,32803,,,M,,N,12095,12,Florida
1,M.D.,FL,33133,,,M,DR.,N,12086,12,Florida
2,,FL,33156,,,,,,12086,12,Florida
1,L.C.S.W.,FL,32641,,,M,MR.,Y,County not found.,12,Florida
1,L.C.S.W.,FL,33317,,,M,,Y,12011,12,Florida
1,ED. S,FL,32803,,,F,,Y,12095,12,Florida
1,D.M.D.,FL,33446,,,M,DR.,N,12099,12,Florida
1,M.D.,FL,32224,,,M,,N,12031,12,Florida
2,,FL,32003,,,,,,County not found.,12,Florida
1,LMHC,FL,34613,,,F,,Y,12053,12,Florida
1,M.D.,FL,33431,,,M,DR.,X,12099,12,Florida
1,"PTA,ATC",FL,34994,,,M,MR.,Y,12085,12,Florida
1,B.S.,FL,33331,,,F,,X,12011,12,Florida
2,,FL,34102,,,,,,County not found.,12,Florida
2,,FL,32210,,,,,,12031,12,Florida
2,,FL,33609,,,,,,12057,12,Florida
2,,FL,33173,,,,,,12086,12,Florida
2,,FL,33873,,,,,,12049,12,Florida
2,,FL,33156,,,,,,12086,12,Florida
1,MD,FL,33136,,,M,,N,12086,12,Florida
2,,FL,33435,,,,,,12099,12,Florida
1,PA,FL,32164,,,F,,N,County not found.,12,Florida
1,DMD,FL,32256,,,F,,N,12031,12,Florida
1,PHARM D.,FL,33460,,,F,DR.,N,12099,12,Florida
1,RN,FL,32401,,,F,,Y,12005,12,Florida
2,,FL,33143,,,,,,12086,12,Florida
1,"MS, CCC-A",FL,33487,,,F,MRS.,N,12099,12,Florida
2,,FL,32726,,,,,,12069,12,Florida
1,ARNP,FL,32256,,,F,MISS,Y,12031,12,Florida
1,MD,FL,33612,,,F,,N,12057,12,Florida
1,M.D.,FL,32224,,,F,,N,12031,12,Florida
1,PT,FL,33143,,,M,,Y,12086,12,Florida
1,MD,FL,33428,,,M,DR.,X,12099,12,Florida
1,D.C.,FL,33907,,,M,DR.,Y,12071,12,Florida
1,"MA, NCC",FL,32822,,,F,MRS.,N,12095,12,Florida
1,ARNP,FL,33146,,,F,,N,12086,12,Florida
1,P.A.-C,FL,34461,,,F,,N,County not found.,12,Florida
1,P.A.,FL,32504,,,M,MR.,Y,12033,12,Florida
1,,FL,33607,,,F,,Y,12103,12,Florida
1,M.D.,FL,32810,,,M,,N,12095,12,Florida
1,MD,FL,34119,,,M,,N,County not found.,12,Florida
2,,FL,33809,,,,,,12105,12,Florida
2,,FL,33186,,,,,,12086,12,Florida
1,M.S.W.,FL,34741,,,M,,Y,County not found.,12,Florida
1,ARNP,FL,33430,,,F,,N,12099,12,Florida
1,CRNA,FL,34655,,,M,MR.,N,12101,12,Florida
1,A.R.N.P.,FL,33637,,,F,,N,12057,12,Florida
1,DC,FL,33411,,,M,,N,12099,12,Florida
2,,FL,33841,,,,,,12105,12,Florida
1,COTA/L,FL,34232,,,F,,Y,12115,12,Florida
1,DDS,FL,33414,,,M,DR.,N,12099,12,Florida
1,M.D.,FL,33905,,,M,DR.,N,12099,12,Florida
1,"RN, MSN, IBCLC, CLC",FL,33626,,,F,MRS.,Y,12057,12,Florida
1,BS,FL,33170,,,F,,N,12086,12,Florida
1,ARNP,FL,33761,,,M,MR.,N,County not found.,12,Florida
1,DDS,FL,32610,,,M,DR.,X,12001,12,Florida
1,"M.A., LPC, RMHCI",FL,33401,,,F,MS.,N,12099,12,Florida
2,,FL,33187,,,,,,12086,12,Florida
1,PHARM.D.,FL,34997,,,M,,N,12085,12,Florida
1,M.D.,FL,33143,,,F,,N,12086,12,Florida
1,PA,FL,32837,,,F,,N,County not found.,12,Florida
1,DMD,FL,33405,,,F,DR.,N,12099,12,Florida
1,LCSW,FL,33853,,,F,MS.,Y,12097,12,Florida
1,M.D.,FL,33563,,,F,DR.,N,County not found.,12,Florida
1,M.D.,FL,33606,,,M,DR.,N,12057,12,Florida
1,MD,FL,33408,,,F,DR.,N,12099,12,Florida
1,MD,FL,32810,,,M,,N,12095,12,Florida
2,,FL,34655,,,,,,12101,12,Florida
2,,FL,33837,,,,,,12097,12,Florida
1,LCSW,FL,33431,,,F,MS.,Y,12099,12,Florida
1,M.D.,FL,32806,,,F,,Y,12095,12,Florida
2,,FL,32003,,,,,,County not found.,12,Florida
1,LCSW,FL,32214,,,F,MRS.,N,12031,12,Florida
1,D.D.S.,FL,33351,,,M,DR.,Y,12011,12,Florida
1,MD,FL,33125,,,M,,N,12086,12,Florida
1,PT,FL,32456,,,F,,Y,12045,12,Florida
2,,FL,33909,,,,,,12071,12,Florida
1,L.M.T.,FL,32060,,,M,MR.,Y,12121,12,Florida
1,D.O.,FL,32806,,,M,,N,12095,12,Florida
1,,FL,34997,,,F,,Y,12085,12,Florida
1,MD,FL,33125,,,F,DR.,N,12086,12,Florida
2,,FL,33316,,,,,,12011,12,Florida
1,OTR/L,FL,33611,,,F,,Y,12057,12,Florida
1,L. AC,FL,34711,,,M,,Y,County not found.,12,Florida
1,RPH,FL,32542,,,F,MRS.,N,12091,12,Florida
2,,FL,33168,,,,,,12086,12,Florida
1,,FL,32256,,,F,,N,12031,12,Florida
1,M.D.,FL,34667,,,F,DR.,Y,12101,12,Florida
1,M.D.,FL,32308,,,M,,N,12065,12,Florida
2,,FL,33404,,,,,,12199,12,Florida
1,,FL,33441,,,F,,N,12099,12,Florida
1,RPH,FL,34748,,,M,MR.,N,County not found.,12,Florida
2,,FL,33701,,,,,,12103,12,Florida
1,M.D.,FL,32204,,,M,,N,12031,12,Florida
1,M.D.,FL,33484,,,M,DR.,N,12099,12,Florida
1,MD,FL,32405,,,M,,N,12005,12,Florida
1,MD,FL,32806,,,M,DR.,N,12095,12,Florida
1,,FL,32504,,,F,,N,12033,12,Florida
1,M.D.,FL,33770,,,F,DR.,N,County not found.,12,Florida
2,,FL,32401,,,,,,12005,12,Florida
1,BA,FL,33126,,,M,,N,12086,12,Florida
2,,FL,33012,,,,,,12086,12,Florida
1,,FL,33710,,,M,,Y,12103,12,Florida
2,,FL,32835,,,,,,County not found.,12,Florida
1,,FL,33134,,,M,,N,12086,12,Florida
1,,FL,34208,,,M,,X,12081,12,Florida
1,DMD,FL,34952,,,M,DR.,N,12111,12,Florida
1,D.D.S.,FL,33446,,,M,DR.,Y,12099,12,Florida
1,PHARM.D.,FL,33702,,,F,,N,12103,12,Florida
2,,FL,32084,,,,,,12109,12,Florida
1,,FL,34994,,,F,DR.,N,12085,12,Florida
2,,FL,33325,,,,,,12011,12,Florida
1,LCSW,FL,32809,,,F,,Y,12095,12,Florida
1,M.D.,FL,32806,,,F,DR.,N,12095,12,Florida
1,,FL,32583,,,M,,Y,County not found.,12,Florida
1,PSY.S.,FL,33612,,,F,MS.,Y,12057,12,Florida
1,,FL,34243,,,F,,Y,12081,12,Florida
1,D.O.,FL,33324,,,M,DR.,N,12011,12,Florida
1,LMT,FL,33614,,,F,MISS,N,12057,12,Florida
2,,FL,33143,,,,,,12086,12,Florida
1,PHARM.D.,FL,33410,,,M,MR.,Y,12099,12,Florida
1,LCSW,FL,33125,,,F,MS.,Y,12086,12,Florida
1,ARNP,FL,33510,,,F,MRS.,N,County not found.,12,Florida
1,DPT,FL,32817,,,F,,N,12095,12,Florida
1,M.D.,FL,34698,,,M,DR.,Y,12103,12,Florida
1,O.D.,FL,32214,,,M,DR.,X,12031,12,Florida
2,,FL,33701,,,,,,12103,12,Florida
2,,FL,34953,,,,,,12111,12,Florida
1,BCBA,FL,32301,,,F,,N,12129,12,Florida
1,M.D.,FL,32224,,,M,DR.,X,12031,12,Florida
1,M.D.,FL,33617,,,M,,N,12057,12,Florida
1,MS,FL,34243,,,F,,N,12081,12,Florida
1,,FL,32301,,,M,,Y,12129,12,Florida
1,D.O.,FL,32159,,,M,DR.,Y,County not found.,12,Florida
2,,FL,33432,,,,,,12099,12,Florida
1,"LMFT, LMHC",FL,33073,,,F,MISS,N,12011,12,Florida
2,,FL,32905,,,,,,12009,12,Florida
1,DDS,FL,32169,,,M,DR.,N,County not found.,12,Florida
2,,FL,32952,,,,,,12009,12,Florida
1,DO,FL,34668,,,M,DR.,N,12101,12,Florida
1,,FL,33437,,,F,,N,12099,12,Florida
2,,FL,33511,,,,,,12057,12,Florida
1,"M.A., SLP-CCC",FL,32176,,,F,,Y,County not found.,12,Florida
1,P.T.,FL,34997,,,F,MS.,N,12085,12,Florida
2,,FL,33326,,,,,,12011,12,Florida
2,,FL,32607,,,,,,12001,12,Florida
1,ARNP NURSE PRACTITIO,FL,33411,,,F,,N,12099,12,Florida
2,,FL,33165,,,,,,12086,12,Florida
1,MD,FL,32204,,,F,MRS.,Y,12031,12,Florida
2,,FL,33351,,,,,,12011,12,Florida
2,,FL,33431,,,,,,12099,12,Florida
1,R.N.,FL,33708,,,F,,Y,12103,12,Florida
1,"M.D., PH.D.",FL,32129,,,F,DR.,Y,County not found.,12,Florida
1,ARNP,FL,32224,,,F,,N,12031,12,Florida
2,,FL,32578,,,,,,12091,12,Florida
1,PHARM.D.,FL,33125,,,F,,Y,12086,12,Florida
1,"ARNP, BC",FL,32308,,,F,MS.,N,12065,12,Florida
1,MD,FL,33172,,,M,DR.,N,12086,12,Florida
1,MD,FL,32024,,,M,DR.,Y,County not found.,12,Florida
1,DMD,FL,32578,,,F,DR.,N,12091,12,Florida
1,M.A.,FL,33781,,,F,,N,County not found.,12,Florida
2,,FL,33125,,,,,,12086,12,Florida
1,M.D.,FL,32547,,,M,DR.,Y,County not found.,12,Florida
1,DO,FL,33125,,,F,DR.,N,12086,12,Florida
1,AP DIPL NCCAOM,FL,34231,,,F,,Y,12081,12,Florida
2,,FL,33156,,,,,,12086,12,Florida
1,MD,FL,33805,,,M,DR.,N,12105,12,Florida
1,,FL,32808,,,F,,N,12095,12,Florida
1,ARNP,FL,33607,,,F,,N,12103,12,Florida
1,M.D.,FL,32503,,,M,,N,12033,12,Florida
1,RETIRED NURSE,FL,32058,,,F,,N,12125,12,Florida
1,M.D.,FL,32806,,,M,,N,12095,12,Florida
1,D.C.,FL,34787,,,M,DR.,Y,County not found.,12,Florida
1,DMD,FL,34655,,,M,DR.,Y,12101,12,Florida
2,,FL,34240,,,,,,12081,12,Florida
1,RN,FL,32246,,,M,,Y,County not found.,12,Florida
1,MD,FL,34471,,,F,,Y,County not found.,12,Florida
1,MSW,FL,32608,,,F,,N,12001,12,Florida
1,PHARM.D.,FL,32608,,,F,,Y,12001,12,Florida
1,MD,FL,32960,,,M,DR.,N,12061,12,Florida
2,,FL,32208,,,,,,12031,12,Florida
1,OT,FL,33770,,,M,,Y,County not found.,12,Florida
1,RN,FL,34981,,,F,MS.,N,12111,12,Florida
2,,FL,32901,,,,,,12009,12,Florida
1,"MA,CCC-SLP",FL,32766,,,F,MRS.,Y,12117,12,Florida
1,MD,FL,33401,,,F,,N,12099,12,Florida
1,"RPH, CPH",FL,33009,,,M,,Y,12011,12,Florida
1,M.D.,FL,33710,,,F,DR.,Y,12103,12,Florida
1,M.D,FL,33612,,,M,,N,12057,12,Florida
1,,FL,34110,,,F,DR.,N,County not found.,12,Florida
1,,FL,32214,,,M,,Y,12031,12,Florida
1,MD,FL,32060,,,M,DR.,Y,12121,12,Florida
2,,FL,33144,,,,,,12086,12,Florida
1,ARNP,FL,32405,,,F,,N,12005,12,Florida
1,PT,FL,32224,,,F,MRS.,N,12031,12,Florida
1,MD,FL,33026,,,M,,N,12011,12,Florida
2,,FL,33777,,,,,,County not found.,12,Florida
1,MD,FL,32610,,,M,,N,12001,12,Florida
2,,FL,32301,,,,,,12129,12,Florida
1,"RN, BSN",FL,32303,,,F,,X,12073,12,Florida
1,PTA,FL,33181,,,F,,Y,12086,12,Florida
1,M.D.,FL,34209,,,F,DR.,N,12081,12,Florida
2,,FL,33305,,,,,,12011,12,Florida
1,O.D.,FL,32804,,,M,,N,12095,12,Florida
2,,FL,33432,,,,,,12099,12,Florida
1,RN,FL,32114,,,F,,N,County not found.,12,Florida
2,,FL,34110,,,,,,County not found.,12,Florida
1,PTA,FL,33909,,,F,,N,12071,12,Florida
1,DDS,FL,32804,,,M,DR.,N,12095,12,Florida
1,DDS,FL,32137,,,M,DR.,N,County not found.,12,Florida
1,LMHC,FL,32937,,,F,,N,12009,12,Florida
1,C.R.N.A.,FL,33511,,,F,,X,12057,12,Florida
2,,FL,33144,,,,,,12086,12,Florida
1,M.D.,FL,32960,,,M,,N,12061,12,Florida
1,MD,FL,33709,,,M,,N,12103,12,Florida
2,,FL,33054,,,,,,12086,12,Florida
2,,FL,33023,,,,,,12011,12,Florida
1,M.D.,FL,32073,,,F,,N,12031,12,Florida
1,M.D.,FL,32806,,,M,,N,12095,12,Florida
1,MD,FL,33916,,,M,DR.,N,12071,12,Florida
2,,FL,32054,,,,,,12125,12,Florida
1,CRNA,FL,32803,,,F,,N,12095,12,Florida
1,,FL,33143,,,M,DR.,N,12086,12,Florida
1,PHD,FL,33137,,,M,MR.,Y,12086,12,Florida
2,,FL,32407,,,,,,12005,12,Florida
1,"MA, CCC-SLP",FL,32207,,,F,,N,12127,12,Florida
1,PSYD,FL,32904,,,F,,N,12097,12,Florida
1,CCC-SLP,FL,33873,,,F,,N,12049,12,Florida
2,,FL,34744,,,,,,County not found.,12,Florida
1,,FL,33136,,,F,,N,12086,12,Florida
1,ARNP,FL,33611,,,M,MR.,N,12057,12,Florida
1,MD,FL,33612,,,M,,X,12057,12,Florida
1,,FL,32129,,,F,MS.,Y,County not found.,12,Florida
2,,FL,33174,,,,,,12086,12,Florida
1,"MS, CCC-SLP",FL,33309,,,F,MRS.,Y,12030,12,Florida
1,MD,FL,33027,,,M,,Y,12011,12,Florida
2,,FL,32405,,,,,,12005,12,Florida
1,"PH.D., LCSW",FL,32926,,,M,DR.,N,12009,12,Florida
1,,FL,32209,,,F,,N,12031,12,Florida
1,DPM,FL,32137,,,M,,X,County not found.,12,Florida
2,,FL,33607,,,,,,12103,12,Florida
1,,FL,32507,,,F,,N,12033,12,Florida
1,PH.D.,FL,33351,,,F,DR.,Y,12011,12,Florida
2,,FL,33607,,,,,,12103,12,Florida
1,O.D.,FL,32605,,,M,,Y,12001,12,Florida
1,,FL,32212,,,M,,Y,12031,12,Florida
2,,FL,33458,,,,,,12085,12,Florida
1,M.D.,FL,33322,,,F,DR.,N,12011,12,Florida
2,,FL,33442,,,,,,12099,12,Florida
2,,FL,32666,,,,,,12107,12,Florida
2,,FL,32308,,,,,,12065,12,Florida
2,,FL,32952,,,,,,12009,12,Florida
1,,FL,32119,,,F,,N,County not found.,12,Florida
1,M.D.,FL,33028,,,M,DR.,N,12011,12,Florida
2,,FL,33411,,,,,,12099,12,Florida
1,DO,FL,33744,,,M,DR.,Y,County not found.,12,Florida
2,,FL,33409,,,,,,12099,12,Florida
2,,FL,33154,,,,,,12086,12,Florida
1,PTA,FL,32401,,,F,,Y,12005,12,Florida
1,"MD, MPH",FL,32550,,,M,DR.,Y,County not found.,12,Florida
1,,FL,33135,,,M,,N,12086,12,Florida
2,,FL,32308,,,,,,12065,12,Florida
2,,FL,33076,,,,,,12011,12,Florida
2,,FL,33603,,,,,,12057,12,Florida
2,,FL,32803,,,,,,12095,12,Florida
2,,FL,33176,,,,,,12086,12,Florida
1,A.P.,FL,33603,,,F,,Y,12057,12,Florida
2,,FL,33511,,,,,,12057,12,Florida
2,,FL,33021,,,,,,12011,12,Florida
2,,FL,32174,,,,,,County not found.,12,Florida
2,,FL,33177,,,,,,12086,12,Florida
2,,FL,33060,,,,,,12011,12,Florida
1,"PH.D., CCC-SLP",FL,33467,,,M,DR.,Y,12099,12,Florida
1,M.D.,FL,32610,,,F,DR.,N,12001,12,Florida
1,CRNA,FL,34239,,,F,MS.,X,12115,12,Florida
2,,FL,34698,,,,,,12103,12,Florida
2,,FL,34613,,,,,,12053,12,Florida
1,ARNP,FL,33176,,,F,MRS.,Y,12086,12,Florida
2,,FL,32308,,,,,,12065,12,Florida
1,"O.D., M.S.",FL,33461,,,F,DR.,N,12099,12,Florida
1,PA-C,FL,33161,,,F,,N,12086,12,Florida
2,,FL,33446,,,,,,12099,12,Florida
1,O.D.,FL,34103,,,M,DR.,Y,County not found.,12,Florida
1,AU.D.,FL,32608,,,F,,N,12001,12,Florida
1,M.S.P.T,FL,32960,,,F,,N,12061,12,Florida
2,,FL,34698,,,,,,12103,12,Florida
1,,FL,33610,,,F,,Y,12057,12,Florida
1,"MA, DPT",FL,32092,,,F,,Y,12109,12,Florida
2,,FL,32164,,,,,,County not found.,12,Florida
2,,FL,34285,,,,,,12115,12,Florida
1,,FL,32792,,,M,,Y,12095,12,Florida
1,LMHC,FL,32810,,,F,MRS.,Y,12095,12,Florida
1,LMHC,FL,32548,,,M,,N,12091,12,Florida
2,,FL,32086,,,,,,12109,12,Florida
2,,FL,33328,,,,,,12011,12,Florida
1,"LMFT, LMHC",FL,32606,,,F,DR.,Y,12001,12,Florida
2,,FL,33186,,,,,,12086,12,Florida
1,MD,FL,33410,,,F,,N,12099,12,Florida
1,AA-C,FL,32608,,,F,,N,12001,12,Florida
1,PTA,FL,33511,,,F,,N,12057,12,Florida
2,,FL,33165,,,,,,12086,12,Florida
2,,FL,34481,,,,,,County not found.,12,Florida
1,D.O.,FL,33016,,,M,,N,12086,12,Florida
2,,FL,33029,,,,,,12011,12,Florida
1,PT,FL,32073,,,M,,N,12031,12,Florida
1,DO,FL,33709,,,M,,Y,12103,12,Florida
1,DO,FL,33950,,,M,,N,12099,12,Florida
1,"MS, ATC,LAT, CSCS",FL,32211,,,M,MR.,N,12031,12,Florida
1,O.D.,FL,33126,,,F,DR.,Y,12086,12,Florida
1,MD,FL,32114,,,M,DR.,N,County not found.,12,Florida
2,,FL,32807,,,,,,12095,12,Florida
2,,FL,33033,,,,,,12086,12,Florida
1,OTR,FL,32763,,,F,,N,12127,12,Florida
1,PT,FL,34952,,,F,MRS.,N,12111,12,Florida
1,PT,FL,32256,,,F,MS.,N,12031,12,Florida
1,MS,FL,33408,,,M,,Y,12099,12,Florida
1,MD,FL,32501,,,M,DR.,N,12033,12,Florida
2,,FL,33458,,,,,,12085,12,Florida
1,CRNA,FL,33309,,,F,MRS.,N,12030,12,Florida
1,M.D.,FL,32224,,,M,DR.,N,12031,12,Florida
1,,FL,33018,,,F,,Y,County not found.,12,Florida
2,,FL,33705,,,,,,12103,12,Florida
1,DMD,FL,33615,,,M,DR.,N,12057,12,Florida
1,PSY.D.,FL,33073,,,M,DR.,Y,12011,12,Florida
1,CRNA,FL,32209,,,F,MRS.,N,12031,12,Florida
1,,FL,33811,,,F,,N,12105,12,Florida
1,IDC,FL,32224,,,F,MS.,N,12031,12,Florida
2,,FL,33326,,,,,,12011,12,Florida
1,PHYSICIAN ASSISTANT,FL,33411,,,F,,N,12099,12,Florida
1,,FL,32707,,,F,,Y,12117,12,Florida
1,"LMHC,CAP",FL,33071,,,F,MRS.,Y,12011,12,Florida
2,,FL,33404,,,,,,12199,12,Florida
2,,FL,32780,,,,,,12009,12,Florida
1,CRNA,FL,33901,,,F,MS.,Y,12071,12,Florida
1,M.D.,FL,33176,,,M,DR.,N,12086,12,Florida
1,L.M.H.C.,FL,33321,,,M,MR.,Y,12011,12,Florida
2,,FL,32935,,,,,,12009,12,Florida
2,,FL,32708,,,,,,12117,12,Florida
1,PAC,FL,33498,,,F,,Y,12099,12,Florida
1,APRN,FL,33805,,,F,MRS.,N,12105,12,Florida
1,PHARMD,FL,33764,,,F,DR.,Y,County not found.,12,Florida
1,MD,FL,33065,,,F,,N,12011,12,Florida
2,,FL,33186,,,,,,12086,12,Florida
1,M.S.,FL,33183,,,F,,Y,12086,12,Florida
1,,FL,32114,,,F,,Y,County not found.,12,Florida
2,,FL,33130,,,,,,12086,12,Florida
1,D.O.,FL,32822,,,M,DR.,N,12095,12,Florida
1,PODIATRIST,FL,32214,,,F,,N,12031,12,Florida
1,"DDS,MS,FACP",FL,33710,,,M,,Y,12103,12,Florida
1,M.D.,FL,33701,,,M,DR.,N,12103,12,Florida
1,,FL,33067,,,F,,N,12011,12,Florida
1,D.O.,FL,32073,,,M,DR.,N,12031,12,Florida
1,CRNA,FL,33407,,,F,,N,12099,12,Florida
1,M.D.,FL,32246,,,M,DR.,N,County not found.,12,Florida
1,LMT,FL,34231,,,F,,Y,12081,12,Florida
